"heading","guestCapacity","startingPrice","address","city","state","phoneNumber","emailAddresses","websiteLink","facebookLink","instagramLink","pinterestLink","knotPageLink","category","location"
"What's Up Europe Bridal","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/whats-up-europe-bridal-visalia-ca-311278","bridal-salons","Fresno, CA"
"The Cinderella Cellar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-cinderella-cellar-fresno-ca-535918","bridal-salons","Fresno, CA"
"Mia Bella Couture","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mia-bella-couture-fresno-ca-433653","bridal-salons","Fresno, CA"
"R. Douglas Custom Clothier","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/r-douglas-custom-clothier-fresno-ca-1055276","bridal-salons","Fresno, CA"
"UnderTheVeil","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/undertheveil-visalia-ca-1035335","bridal-salons","Fresno, CA"
"JnJ Bridals","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/jnj-bridals-bakersfield-ca-2053833","bridal-salons","Fresno, CA"
"Elegant Bride","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/elegant-bride-fresno-ca-284721","bridal-salons","Fresno, CA"
"A Formal Affair","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-formal-affair-tulare-ca-361627","bridal-salons","Fresno, CA"
"Sierra Jane Studios","N/A","n/a","N/A","N/A","N/A","+1(559) 365-5728","sierrajanestudios@gmail.com","https://www.instagram.com/sierrajanestudioss/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/sierrajanestudios","N/A","https://www.theknot.com/marketplace/sierra-jane-studios-fresno-california-ca-2052194","beauty-services","Fresno, CA"
"Bareface Beauté","N/A","n/a","N/A","N/A","N/A","+1(559) 232-9125","hello@barefacebeaute.com","http://www.barefacebeaute.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/@barefacebeaute","N/A","https://www.theknot.com/marketplace/bareface-beaute-north-hills-ca-2030516","beauty-services","Fresno, CA"
"Bregina Rose Makeup & Hairstylist","N/A","n/a","N/A","N/A","N/A","+1(559) 917-0118","Breginarose_mua@outlook.com","http://breginarose-makeupandhair.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://www.facebook.com/breginarose","http://www.instagram.com/breginarose_makeup.n.hair","N/A","https://www.theknot.com/marketplace/bregina-rose-makeup-and-hairstylist-fresno-ca-2031182","beauty-services","Fresno, CA"
"Mahealani Beauty","N/A","n/a","N/A","N/A","N/A","+1(916) 805-9811","mahealani.beauty@gmail.com","https://mahealanibeauty.wixsite.com/home?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/MahealaniBeauty/","http://www.instagram.com/Mahealani__Beauty","N/A","https://www.theknot.com/marketplace/mahealani-beauty-fresno-ca-2086562","beauty-services","Fresno, CA"
"MakeupbyRaigen","N/A","n/a","N/A","N/A","N/A","+1(559) 862-3660","makeupbyraigen@gmail.com","https://www.instagram.com/makeupbyraigen/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/raigen.williams.37?mibextid=LQQJ4d","http://www.instagram.com/Makeupbyraigen","N/A","https://www.theknot.com/marketplace/makeupbyraigen-tulare-ca-2079071","beauty-services","Fresno, CA"
"Styled by Claire","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/styled-by-claire-fresno-ca-2071582","beauty-services","Fresno, CA"
"Paola’s Bridal Beauty","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/paolas-bridal-beauty-fresno-ca-2045221","beauty-services","Fresno, CA"
"Airbrushed by Jordan","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/airbrushed-by-jordan-visalia-ca-2062482","beauty-services","Fresno, CA"
"Glam by Elizabeth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/glam-by-elizabeth-sanger-ca-2042974","beauty-services","Fresno, CA"
"The Beautiful Life","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-beautiful-life-bakersfield-ca-2035808","beauty-services","Fresno, CA"
"Beauty by Corin","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/beauty-by-corin-las-vegas-nv-1011119","beauty-services","Fresno, CA"
"Makeup by Dara","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-dara-fresno-ca-524653","beauty-services","Fresno, CA"
"Makeupland - Ruben Mua","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeupland-ruben-mua-bakersfield-ca-871451","beauty-services","Fresno, CA"
"New Era Hairstyles","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/new-era-hairstyles-madera-ca-2048993","beauty-services","Fresno, CA"
"Makeup By Charissa","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-charissa-fresno-ca-2017239","beauty-services","Fresno, CA"
"Makeup By Janelle","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-janelle-woodlake-ca-2010086","beauty-services","Fresno, CA"
"Bluebird Bride","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bluebird-bride-san-luis-obispo-ca-503106","beauty-services","Fresno, CA"
"Makeup by Kailee Akin","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-kailee-akin-visalia-ca-562726","beauty-services","Fresno, CA"
"Hair by feli","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hair-by-feli-dinuba-ca-2041728","beauty-services","Fresno, CA"
"Hannah Hartmann Hair","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hannah-hartmann-hair-clovis-ca-1083990","beauty-services","Fresno, CA"
"Gomez Glam","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/gomez-glam-clovis-ca-985913","beauty-services","Fresno, CA"
"The Blushed Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-blushed-company-blanco-tx-819479","beauty-services","Fresno, CA"
"Artistry by Erendira","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/artistry-by-erendira-visalia-ca-2086342","beauty-services","Fresno, CA"
"Bridal Artistry","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bridal-artistry-clearwater-beach-fl-635006","beauty-services","Fresno, CA"
"Makeup by Vanessa","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-vanessa-fresno-ca-2068468","beauty-services","Fresno, CA"
"Makeup by Ari","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-by-ari-firebaugh-ca-2064876","beauty-services","Fresno, CA"
"Glam’D Beauty","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/glamd-beauty-bakersfield-ca-2010869","beauty-services","Fresno, CA"
"Neethenna","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/neethenna-fresno-ca-2014443","beauty-services","Fresno, CA"
"Highlands Hair Lounge and Nail Bar","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/highlands-hair-lounge-and-nail-bar-tehachapi-ca-888744","beauty-services","Fresno, CA"
"Metropolis Salon","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/metropolis-salon-visalia-ca-372928","beauty-services","Fresno, CA"
"Diana Rebman Hair","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/diana-rebman-hair-visalia-ca-2010870","beauty-services","Fresno, CA"
"A & A Bridal Hair and Makeup","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/a-and-a-bridal-hair-and-makeup-clovis-ca-1023401","beauty-services","Fresno, CA"
"Hair by Karissa","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hair-by-karissa-visalia-ca-1072341","beauty-services","Fresno, CA"
"Bellasophia Makeup Studio","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/bellasophia-makeup-studio-pacific-grove-ca-848155","beauty-services","Fresno, CA"
"Cat Eye Cosmetics","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cat-eye-cosmetics-fresno-ca-636098","beauty-services","Fresno, CA"
"Hair by Jillian Carter","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hair-by-jillian-carter-fresno-ca-1026670","beauty-services","Fresno, CA"
"Crystal R. Gonzales Makeup Artist","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/crystal-r-gonzales-makeup-artist-bakersfield-ca-1062483","beauty-services","Fresno, CA"
"Makeup and Hair by Stacy","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/makeup-and-hair-by-stacy-pine-mountain-club-ca-964877","beauty-services","Fresno, CA"
"ITC Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 709-4482","weddingkings@sbcglobal.net","http://www.itcrecords.com/","https://www.facebook.com/pages/ITC-Entertainment/163010397084011","http://www.instagram.com/the_itc_entertainment","N/A","https://www.theknot.com/marketplace/itc-entertainment-fresno-ca-597712","wedding-djs","Fresno, CA"
"GTE Event Group","N/A","n/a","N/A","N/A","N/A","+1(559) 840-7177","Isaac@GTEeventgroup.com, party@goodtimesent.com, andrew@gteeventgroup.com, nIsaac@GTEeventgroup.com, lemoinebrooke@yahoo.com","http://www.GTEEventGroup.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/GTEEventGroup","http://www.instagram.com/gteeventgroup","N/A","https://www.theknot.com/marketplace/gte-event-group-fresno-ca-322319","wedding-djs","Fresno, CA"
"DJ Malcolm Entertainment","N/A","n/a","N/A","N/A","N/A","+1+1(559) 960-3996","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-malcolm-entertainment-clovis-ca-2080468","wedding-djs","Fresno, CA"
"Top Tier Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 274-8852","djbashed559@yahoo.com","https://www.toptierent559.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/TopTierEntevents/","http://www.instagram.com/toptierentevents","N/A","https://www.theknot.com/marketplace/top-tier-entertainment-clovis-ca-608703","wedding-djs","Fresno, CA"
"Haro Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 907-3920","info@haroent.com, lovemetall666@yahoo.com, askmissmia@yahoo.com","http://haroent.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","www.facebook.com/haroentertainment","N/A","N/A","https://www.theknot.com/marketplace/haro-entertainment-fresno-ca-809629","wedding-djs","Fresno, CA"
"Epic Entertainment","N/A","n/a","N/A","N/A","N/A","+1(805) 295-8555","epicentertainmentleads@gmail.com","https://EpicEntertainment.group?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/EpicEntertainmentSLO","http://www.instagram.com/epicentertainmentslo","N/A","https://www.theknot.com/marketplace/epic-entertainment-grover-beach-ca-757775","wedding-djs","Fresno, CA"
"AMS Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 896-8280","fresno@amsentertainment.comDetailsBusiness, fresno@amsentertainment.com, events@amscentralvalley.com","http://www.amscentralvalley.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/pages/Ams-Entertainment/177037525649918","http://www.instagram.com/amsfresno","N/A","https://www.theknot.com/marketplace/ams-entertainment-fresno-ca-390715","wedding-djs","Fresno, CA"
"Toasts and Bells","N/A","n/a","N/A","N/A","N/A","+1(559) 331-7907","info@toastsandbells.com","http://toastsandbells.com","http://www.facebook.com/toasts.bells","http://www.instagram.com/toastsnbells","N/A","https://www.theknot.com/marketplace/toasts-and-bells-visalia-ca-611436","wedding-djs","Fresno, CA"
"Drop the Beat Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 360-4352","dropthebeat.juan@gmail.com","https://www.facebook.com/dtbjuan?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/dtbjuan","N/A","N/A","https://www.theknot.com/marketplace/drop-the-beat-entertainment-clovis-ca-2049701","wedding-djs","Fresno, CA"
"DJ Lemon","N/A","n/a","N/A","N/A","N/A","+1(714) 906-6388","djlemonweddings@gmail.com","https://djlemon.myportfolio.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/Deejaylemon","http://www.instagram.com/@DJLemonTV","N/A","https://www.theknot.com/marketplace/dj-lemon-bakersfield-ca-813724","wedding-djs","Fresno, CA"
"Royal Entertainment","N/A","n/a","N/A","N/A","N/A","+1(559) 974-4111","Info@royal-entertainment.net","http://royal-entertainment.net/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","http://@royalentertainment559","http://www.instagram.com/https://www.instagram.com/royal.entertainment.559/","N/A","https://www.theknot.com/marketplace/royal-entertainment-fresno-ca-2033733","wedding-djs","Fresno, CA"
"Mobile Sound Productions","N/A","n/a","N/A","N/A","N/A","+1(559) 246-8191","davemusic8191@sbcglobal.net","http://www.weddingmusicman.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","N/A","http://www.instagram.com/mobilesoundpro","N/A","https://www.theknot.com/marketplace/mobile-sound-productions-visalia-ca-286978","wedding-djs","Fresno, CA"
"Bliss Events Group","N/A","n/a","N/A","N/A","N/A","+1(559) 736-0566","info@blisseventsgroup.com","http://www.blisseventsgroup.com?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thatblissvibe/","http://www.instagram.com/blisseventsgroup","N/A","https://www.theknot.com/marketplace/bliss-events-group-visalia-ca-1070994","wedding-djs","Fresno, CA"
"Sgt Brown Entertainment and Sound","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sgt-brown-entertainment-and-sound-clovis-ca-569006","wedding-djs","Fresno, CA"
"Music Express Wedding DJ and Photo Booth","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/music-express-wedding-dj-and-photo-booth-fresno-ca-529605","wedding-djs","Fresno, CA"
"Tower Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tower-entertainment-fresno-ca-2046287","wedding-djs","Fresno, CA"
"O Snap Entertainment LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/o-snap-entertainment-llc-tulare-ca-2053651","wedding-djs","Fresno, CA"
"OPTIMUM ENTERTAINMENT -  (HireARealDJ.com)","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/optimum-entertainment-hirearealdjcom-carmel-ca-677089","wedding-djs","Fresno, CA"
"OPTIMUM ENTERTAINMENT - (HireARealDJ.com)","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/optimum-entertainment-hirearealdjcom-sacramento-ca-677090","wedding-djs","Fresno, CA"
"Joy Bonner Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/joy-bonner-entertainment-atascadero-ca-2025728","wedding-djs","Fresno, CA"
"DJ Claudio Valero","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-claudio-valero-tulare-ca-2052110","wedding-djs","Fresno, CA"
"DJ Danny Hill","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-danny-hill-bakersfield-ca-2028751","wedding-djs","Fresno, CA"
"Cali Wedding DJ'S","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/cali-wedding-djs-fresno-ca-2069394","wedding-djs","Fresno, CA"
"Rock The Floor DJ LLC","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rock-the-floor-dj-llc-visalia-ca-2047090","wedding-djs","Fresno, CA"
"Dj For You","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-for-you-fresno-ca-2038402","wedding-djs","Fresno, CA"
"DJ Jose Arreguin","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-jose-arreguin-clovis-and-salinas-ca-2008983","wedding-djs","Fresno, CA"
"DJ Animal","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-animal-bishop-ca-1059616","wedding-djs","Fresno, CA"
"Franco DJ, Decorations and Bridal","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/franco-dj-decorations-and-bridal-sanger-ca-530225","wedding-djs","Fresno, CA"
"UTNS Productions","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/utns-productions-fresno-ca-2067036","wedding-djs","Fresno, CA"
"West Coast Sounds","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/west-coast-sounds-bakersfield-ca-2038870","wedding-djs","Fresno, CA"
"Lil' Ntertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/lil-ntertainment-tehachapi-ca-1011317","wedding-djs","Fresno, CA"
"Mike O'Neil's Dance Machine","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/mike-oneils-dance-machine-tulare-ca-315856","wedding-djs","Fresno, CA"
"Fresno DJ Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/fresno-dj-company-fresno-ca-2061384","wedding-djs","Fresno, CA"
"DJ Master Ninja","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-master-ninja-visalia-ca-2065098","wedding-djs","Fresno, CA"
"DJ BulletTrain","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-bullettrain-fresno-ca-2038952","wedding-djs","Fresno, CA"
"S K Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/s-k-entertainment-bakersfield-ca-2056013","wedding-djs","Fresno, CA"
"Nokturnal Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/nokturnal-entertainment-bakersfield-ca-2065338","wedding-djs","Fresno, CA"
"Kevin Rush Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/kevin-rush-entertainment-bakersfield-ca-1053697","wedding-djs","Fresno, CA"
"Djrenrock","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/djrenrock-visalia-ca-2035203","wedding-djs","Fresno, CA"
"DJ Frank Chavez","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/dj-frank-chavez-fresno-ca-442349","wedding-djs","Fresno, CA"
"Good Vibes DJ","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/good-vibes-dj-fresno-ca-626917","wedding-djs","Fresno, CA"
"Tru-Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/truentertainment-bishop-ca-2005202","wedding-djs","Fresno, CA"
"Hendrix Mobile Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hendrix-mobile-entertainment-visalia-ca-361631","wedding-djs","Fresno, CA"
"KM Productions Mobile DJ Company","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/km-productions-mobile-dj-company-clovis-ca-357878","wedding-djs","Fresno, CA"
"TNT DJ and Video","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/tnt-dj-and-video-fresno-ca-297244","wedding-djs","Fresno, CA"
"Koyote Productions","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/koyote-productions-clovis-ca-604497","wedding-djs","Fresno, CA"
"Let's Dance Event Co.","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/lets-dance-event-co-clovis-ca-1056155","wedding-djs","Fresno, CA"
"Setting the Stage","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/setting-the-stage-clovis-ca-306818","wedding-djs","Fresno, CA"
"Wired For Sound Mobile DJ","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/wired-for-sound-mobile-dj-bakersfield-ca-962594","wedding-djs","Fresno, CA"
"9 Hearts Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/9-hearts-entertainment-bakersfield-ca-1056533","wedding-djs","Fresno, CA"
"Rocket Entertainment","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/rocket-entertainment-porterville-ca-1085936","wedding-djs","Fresno, CA"
"Sound Systems Pro DJ Service","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sound-systems-pro-dj-service-fresno-ca-964022","wedding-djs","Fresno, CA"
"Lucky Devils Band","N/A","n/a","N/A","N/A","N/A","+1(480) 522-9008","jerry@luckydevilsband.com, mccabemarykate@gmail.com","https://www.LuckyDevilsBand.com/?utm_id=&utm_medium=directory&utm_source=theknot.com&utm_campaign=weddings&utm_content=website_button&utm_source_platform=profile&utm_marketing_tactic=acquisition&utm_creative_format=link&utm_term=wedding_band&a=72&n=180&link_creation_date=2023-10-26&c=&b=PerMonth&lang=&utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/luckydevilsmusic","http://www.instagram.com/luckydevilsband","N/A","https://www.theknot.com/marketplace/lucky-devils-band-fresno-ca-1010280","live-wedding-bands","Fresno, CA"
"The Marriage Proposal","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/the-marriage-proposal-kern-ca-2056751","live-wedding-bands","Fresno, CA"
"Hilary and Kate","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/hilary-and-kate-san-luis-obispo-ca-2020213","live-wedding-bands","Fresno, CA"
"Houston Ave","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/houston-ave-lemoore-ca-2058695","live-wedding-bands","Fresno, CA"
"Ike Jams Group (Jazz, Dance,Pop)","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/ike-jams-group-jazz-dancepop-fresno-ca-1011788","live-wedding-bands","Fresno, CA"
"Run 4 Cover","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/run-4-cover-fresno-ca-293320","live-wedding-bands","Fresno, CA"
"Last Chance Saloon Band","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/last-chance-saloon-band-fresno-ca-817911","live-wedding-bands","Fresno, CA"
"Thistle & Thorn Floral","N/A","n/a","N/A","N/A","N/A","+1(559) 318-0347","thistleandthornfloral@gmail.com","https://www.facebook.com/thistleandthornfloral?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/thistleandthornfloral","http://www.instagram.com/thistleandthornfloral","N/A","https://www.theknot.com/marketplace/thistle-and-thorn-floral-selma-ca-2015463","florists","Fresno, CA"
"Just A Rose","N/A","n/a","N/A","N/A","N/A","+115033331877","kayla_forsythe@yahoo.com","https://www.just-arose.com/weddingflorals","N/A","http://www.instagram.com/justaroseflorist","N/A","https://www.theknot.com/marketplace/just-a-rose-sanger-ca-2082464","florists","Fresno, CA"
"Little Moments Events Co","N/A","n/a","N/A","N/A","N/A","+1(559) 765-1640","littlemomentseventsco@gmail.com","https://littlemomentsevents.com/?utm_source=theknot.com&utm_medium=referral&utm_campaign=theknot","https://www.facebook.com/sierraboyd23?mibextid=LQQJ4d","http://www.instagram.com/littlemomentseventsco","N/A","https://www.theknot.com/marketplace/little-moments-events-co-clovis-ca-2083933","florists","Fresno, CA"
"Sweet Dreams Floral Design","N/A","n/a","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://www.theknot.com/marketplace/sweet-dreams-floral-design-oakhurst-ca-794496","florists","Fresno, CA"
